Date,Hours,PC
04-09-2013,15 - 16,8855
04-09-2013,16 - 17,8799
04-09-2013,17 - 18,8697
04-09-2013,18 - 19,8803
04-09-2013,19 - 20,9019
04-09-2013,20 - 21,8900
04-09-2013,21 - 22,8535
04-09-2013,22 - 23,8233
04-09-2013,23 - 00,7813
05-09-2013,00 - 01,7399
05-09-2013,01 - 02,7284
05-09-2013,02 - 03,7246
05-09-2013,03 - 04,7311
05-09-2013,04 - 05,7566
05-09-2013,05 - 06,8030
05-09-2013,06 - 07,8640
05-09-2013,07 - 08,8939
05-09-2013,08 - 09,9027
05-09-2013,09 - 10,9027
05-09-2013,10 - 11,9039
05-09-2013,11 - 12,9058
05-09-2013,12 - 13,8979
05-09-2013,13 - 14,8917
05-09-2013,14 - 15,8785
05-09-2013,15 - 16,8706
05-09-2013,16 - 17,8621
05-09-2013,17 - 18,8521
05-09-2013,18 - 19,8570
05-09-2013,19 - 20,8804
05-09-2013,20 - 21,8768
05-09-2013,21 - 22,8470
05-09-2013,22 - 23,8204
05-09-2013,23 - 00,7816
06-09-2013,00 - 01,7450
06-09-2013,01 - 02,7297
06-09-2013,02 - 03,7270
06-09-2013,03 - 04,7356
06-09-2013,04 - 05,7660
06-09-2013,05 - 06,8181
06-09-2013,06 - 07,8821
06-09-2013,07 - 08,9141
06-09-2013,08 - 09,9270
06-09-2013,09 - 10,9207
06-09-2013,10 - 11,9202
06-09-2013,11 - 12,9255
06-09-2013,12 - 13,9115
06-09-2013,13 - 14,8928
06-09-2013,14 - 15,8855
06-09-2013,15 - 16,8756
06-09-2013,16 - 17,8660
06-09-2013,17 - 18,8632
06-09-2013,18 - 19,8709
06-09-2013,19 - 20,8912
06-09-2013,20 - 21,8770
06-09-2013,21 - 22,8466
06-09-2013,22 - 23,8168
06-09-2013,23 - 00,7779
07-09-2013,00 - 01,7425
07-09-2013,01 - 02,7253
07-09-2013,02 - 03,7232
07-09-2013,03 - 04,7229
07-09-2013,04 - 05,7312
07-09-2013,05 - 06,7380
07-09-2013,06 - 07,7544
07-09-2013,07 - 08,7704
07-09-2013,08 - 09,7868
07-09-2013,09 - 10,8005
07-09-2013,10 - 11,8056
07-09-2013,11 - 12,8150
07-09-2013,12 - 13,8090
07-09-2013,13 - 14,8037
07-09-2013,14 - 15,8054
07-09-2013,15 - 16,8093
07-09-2013,16 - 17,8186
07-09-2013,17 - 18,8218
07-09-2013,18 - 19,8311
07-09-2013,19 - 20,8507
07-09-2013,20 - 21,8476
07-09-2013,21 - 22,8312
07-09-2013,22 - 23,8120
07-09-2013,23 - 00,7796
08-09-2013,00 - 01,7401
08-09-2013,01 - 02,7230
08-09-2013,02 - 03,7177
08-09-2013,03 - 04,7146
08-09-2013,04 - 05,7351
08-09-2013,05 - 06,7079
08-09-2013,06 - 07,7140
08-09-2013,07 - 08,7329
08-09-2013,08 - 09,7538
08-09-2013,09 - 10,7708
08-09-2013,10 - 11,7830
08-09-2013,11 - 12,7875
08-09-2013,12 - 13,7836
08-09-2013,13 - 14,7789
08-09-2013,14 - 15,7814
08-09-2013,15 - 16,7836
08-09-2013,16 - 17,7872
08-09-2013,17 - 18,8004
08-09-2013,18 - 19,8167
08-09-2013,19 - 20,8441
08-09-2013,20 - 21,8369
08-09-2013,21 - 22,8260
08-09-2013,22 - 23,8066
08-09-2013,23 - 00,7764
09-09-2013,00 - 01,7441
09-09-2013,01 - 02,7303
09-09-2013,02 - 03,7311
09-09-2013,03 - 04,7352
09-09-2013,04 - 05,7625
09-09-2013,05 - 06,8308
09-09-2013,06 - 07,8900
09-09-2013,07 - 08,9176
09-09-2013,08 - 09,9089
09-09-2013,09 - 10,9048
09-09-2013,10 - 11,8992
09-09-2013,11 - 12,9129
09-09-2013,12 - 13,9092
09-09-2013,13 - 14,8998
09-09-2013,14 - 15,8938
09-09-2013,15 - 16,8877
09-09-2013,16 - 17,8821
09-09-2013,17 - 18,8764
09-09-2013,18 - 19,8881
09-09-2013,19 - 20,9122
09-09-2013,20 - 21,8862
09-09-2013,21 - 22,8505
09-09-2013,22 - 23,8211
09-09-2013,23 - 00,7844
10-09-2013,00 - 01,7511
10-09-2013,01 - 02,7388
10-09-2013,02 - 03,7316
10-09-2013,03 - 04,7375
10-09-2013,04 - 05,7720
10-09-2013,05 - 06,8270
10-09-2013,06 - 07,8758
10-09-2013,07 - 08,8996
10-09-2013,08 - 09,9089
10-09-2013,09 - 10,9074
10-09-2013,10 - 11,9066
10-09-2013,11 - 12,9072
10-09-2013,12 - 13,9024
10-09-2013,13 - 14,9000
10-09-2013,14 - 15,8993
10-09-2013,15 - 16,8954
10-09-2013,16 - 17,8892
10-09-2013,17 - 18,8947
10-09-2013,18 - 19,8973
10-09-2013,19 - 20,9300
10-09-2013,20 - 21,8998
10-09-2013,21 - 22,8652
10-09-2013,22 - 23,8339
10-09-2013,23 - 00,7907
11-09-2013,00 - 01,7550
11-09-2013,01 - 02,7351
11-09-2013,02 - 03,7340
11-09-2013,03 - 04,7409
11-09-2013,04 - 05,7659
11-09-2013,05 - 06,8349
11-09-2013,06 - 07,8769
11-09-2013,07 - 08,9067
11-09-2013,08 - 09,9143
11-09-2013,09 - 10,9227
11-09-2013,10 - 11,9188
11-09-2013,11 - 12,9178
11-09-2013,12 - 13,9163
11-09-2013,13 - 14,9049
11-09-2013,14 - 15,9000
11-09-2013,15 - 16,8971
11-09-2013,16 - 17,8975
11-09-2013,17 - 18,8980
11-09-2013,18 - 19,9103
11-09-2013,19 - 20,9460
11-09-2013,20 - 21,9050
11-09-2013,21 - 22,8652
11-09-2013,22 - 23,8367
11-09-2013,23 - 00,7941
12-09-2013,00 - 01,7595
12-09-2013,01 - 02,7447
12-09-2013,02 - 03,7388
12-09-2013,03 - 04,7472
12-09-2013,04 - 05,7727
12-09-2013,05 - 06,8479
12-09-2013,06 - 07,8945
12-09-2013,07 - 08,9125
12-09-2013,08 - 09,9272
12-09-2013,09 - 10,9309
12-09-2013,10 - 11,9340
12-09-2013,11 - 12,9283
12-09-2013,12 - 13,9230
12-09-2013,13 - 14,9191
12-09-2013,14 - 15,9119
12-09-2013,15 - 16,8998
12-09-2013,16 - 17,8955
12-09-2013,17 - 18,8897
12-09-2013,18 - 19,9066
12-09-2013,19 - 20,9471
12-09-2013,20 - 21,9133
12-09-2013,21 - 22,8733
12-09-2013,22 - 23,8372
12-09-2013,23 - 00,7971
13-09-2013,00 - 01,7649
13-09-2013,01 - 02,7501
13-09-2013,02 - 03,7480
13-09-2013,03 - 04,7487
13-09-2013,04 - 05,7813
13-09-2013,05 - 06,8611
13-09-2013,06 - 07,9070
13-09-2013,07 - 08,9325
13-09-2013,08 - 09,9459
13-09-2013,09 - 10,9415
13-09-2013,10 - 11,9412
13-09-2013,11 - 12,9383
13-09-2013,12 - 13,9259
13-09-2013,13 - 14,9160
13-09-2013,14 - 15,9094
13-09-2013,15 - 16,8980
13-09-2013,16 - 17,8932
13-09-2013,17 - 18,8840
13-09-2013,18 - 19,8883
13-09-2013,19 - 20,9333
13-09-2013,20 - 21,8998
13-09-2013,21 - 22,8655
13-09-2013,22 - 23,8325
13-09-2013,23 - 00,7896
14-09-2013,00 - 01,7553
14-09-2013,01 - 02,7375
14-09-2013,02 - 03,7336
14-09-2013,03 - 04,7331
14-09-2013,04 - 05,7452
14-09-2013,05 - 06,7532
14-09-2013,06 - 07,7535
14-09-2013,07 - 08,7831
14-09-2013,08 - 09,8052
14-09-2013,09 - 10,8200
14-09-2013,10 - 11,8228
14-09-2013,11 - 12,8183
14-09-2013,12 - 13,8109
14-09-2013,13 - 14,8012
14-09-2013,14 - 15,8051
14-09-2013,15 - 16,8018
14-09-2013,16 - 17,8141
14-09-2013,17 - 18,8225
14-09-2013,18 - 19,8389
14-09-2013,19 - 20,8696
14-09-2013,20 - 21,8408
14-09-2013,21 - 22,8175
14-09-2013,22 - 23,7948
14-09-2013,23 - 00,7638
15-09-2013,00 - 01,7259
15-09-2013,01 - 02,6993
15-09-2013,02 - 03,6924
15-09-2013,03 - 04,6911
15-09-2013,04 - 05,6992
15-09-2013,05 - 06,7002
15-09-2013,06 - 07,6970
15-09-2013,07 - 08,7179
15-09-2013,08 - 09,7432
15-09-2013,09 - 10,7568
15-09-2013,10 - 11,7681
15-09-2013,11 - 12,7712
15-09-2013,12 - 13,7687
15-09-2013,13 - 14,7692
15-09-2013,14 - 15,7740
15-09-2013,15 - 16,7763
15-09-2013,16 - 17,7825
15-09-2013,17 - 18,7860
15-09-2013,18 - 19,8008
15-09-2013,19 - 20,8412
15-09-2013,20 - 21,8221
15-09-2013,21 - 22,8103
15-09-2013,22 - 23,7925
15-09-2013,23 - 00,7649
16-09-2013,00 - 01,7299
16-09-2013,01 - 02,7159
16-09-2013,02 - 03,7137
16-09-2013,03 - 04,7182
16-09-2013,04 - 05,7518
16-09-2013,05 - 06,8327
16-09-2013,06 - 07,8763
16-09-2013,07 - 08,9106
16-09-2013,08 - 09,9239
16-09-2013,09 - 10,9174
16-09-2013,10 - 11,9214
16-09-2013,11 - 12,9220
16-09-2013,12 - 13,9129
16-09-2013,13 - 14,9029
16-09-2013,14 - 15,8912
16-09-2013,15 - 16,8806
16-09-2013,16 - 17,8756
16-09-2013,17 - 18,8747
16-09-2013,18 - 19,8935
16-09-2013,19 - 20,9217
16-09-2013,20 - 21,8745
16-09-2013,21 - 22,8397
16-09-2013,22 - 23,8107
16-09-2013,23 - 00,7794
17-09-2013,00 - 01,7423
17-09-2013,01 - 02,7206
17-09-2013,02 - 03,7142
17-09-2013,03 - 04,7207
17-09-2013,04 - 05,7528
17-09-2013,05 - 06,8255
17-09-2013,06 - 07,8699
17-09-2013,07 - 08,8913
17-09-2013,08 - 09,9062
17-09-2013,09 - 10,8986
17-09-2013,10 - 11,9058
17-09-2013,11 - 12,9021
17-09-2013,12 - 13,8929
17-09-2013,13 - 14,8807
17-09-2013,14 - 15,8729
17-09-2013,15 - 16,8674
17-09-2013,16 - 17,8654
17-09-2013,17 - 18,8583
17-09-2013,18 - 19,8788
17-09-2013,19 - 20,9153
17-09-2013,20 - 21,8644
17-09-2013,21 - 22,8221
17-09-2013,22 - 23,7968
17-09-2013,23 - 00,7583
18-09-2013,00 - 01,7169
18-09-2013,01 - 02,7001
18-09-2013,02 - 03,6979
18-09-2013,03 - 04,7035
18-09-2013,04 - 05,7385
18-09-2013,05 - 06,8159
18-09-2013,06 - 07,8562
18-09-2013,07 - 08,8798
18-09-2013,08 - 09,8944
18-09-2013,09 - 10,8995
18-09-2013,10 - 11,8989
18-09-2013,11 - 12,8923
18-09-2013,12 - 13,8912
18-09-2013,13 - 14,8857
18-09-2013,14 - 15,8869
18-09-2013,15 - 16,8766
18-09-2013,16 - 17,8737
18-09-2013,17 - 18,8832
18-09-2013,18 - 19,9194
18-09-2013,19 - 20,9346
18-09-2013,20 - 21,8740
18-09-2013,21 - 22,8370
18-09-2013,22 - 23,8105
18-09-2013,23 - 00,7668
19-09-2013,00 - 01,7226
19-09-2013,01 - 02,7039
19-09-2013,02 - 03,7027
19-09-2013,03 - 04,7066
19-09-2013,04 - 05,7407
19-09-2013,05 - 06,8257
19-09-2013,06 - 07,8751
19-09-2013,07 - 08,9033
19-09-2013,08 - 09,9189
19-09-2013,09 - 10,9233
19-09-2013,10 - 11,9318
19-09-2013,11 - 12,9335
19-09-2013,12 - 13,9285
19-09-2013,13 - 14,9193
19-09-2013,14 - 15,9144
19-09-2013,15 - 16,9067
19-09-2013,16 - 17,9041
19-09-2013,17 - 18,9037
19-09-2013,18 - 19,9302
19-09-2013,19 - 20,9603
19-09-2013,20 - 21,9020
19-09-2013,21 - 22,8650
19-09-2013,22 - 23,8375
19-09-2013,23 - 00,7923
20-09-2013,00 - 01,7603
20-09-2013,01 - 02,7446
20-09-2013,02 - 03,7387
20-09-2013,03 - 04,7424
20-09-2013,04 - 05,7777
20-09-2013,05 - 06,8679
20-09-2013,06 - 07,9062
20-09-2013,07 - 08,9420
20-09-2013,08 - 09,9583
20-09-2013,09 - 10,9586
20-09-2013,10 - 11,9548
20-09-2013,11 - 12,9548
20-09-2013,12 - 13,9347
20-09-2013,13 - 14,9235
20-09-2013,14 - 15,9212
20-09-2013,15 - 16,9147
20-09-2013,16 - 17,9108
20-09-2013,17 - 18,9112
20-09-2013,18 - 19,9332
20-09-2013,19 - 20,9502
20-09-2013,20 - 21,8992
20-09-2013,21 - 22,8704
20-09-2013,22 - 23,8412
20-09-2013,23 - 00,8005
21-09-2013,00 - 01,7600
21-09-2013,01 - 02,7405
21-09-2013,02 - 03,7311
21-09-2013,03 - 04,7278
21-09-2013,04 - 05,7408
21-09-2013,05 - 06,7664
21-09-2013,06 - 07,7629
21-09-2013,07 - 08,7891
21-09-2013,08 - 09,8064
21-09-2013,09 - 10,8218
21-09-2013,10 - 11,8364
21-09-2013,11 - 12,8347
21-09-2013,12 - 13,8244
21-09-2013,13 - 14,8206
21-09-2013,14 - 15,8250
21-09-2013,15 - 16,8278
21-09-2013,16 - 17,8483
21-09-2013,17 - 18,8627
21-09-2013,18 - 19,8925
21-09-2013,19 - 20,8982
21-09-2013,20 - 21,8574
21-09-2013,21 - 22,8433
21-09-2013,22 - 23,8265
21-09-2013,23 - 00,7890
22-09-2013,00 - 01,7470
22-09-2013,01 - 02,7259
22-09-2013,02 - 03,7184
22-09-2013,03 - 04,7166
22-09-2013,04 - 05,7233
22-09-2013,05 - 06,7364
22-09-2013,06 - 07,7198
22-09-2013,07 - 08,7379
22-09-2013,08 - 09,7586
22-09-2013,09 - 10,7754
22-09-2013,10 - 11,7930
22-09-2013,11 - 12,7989
22-09-2013,12 - 13,7907
22-09-2013,13 - 14,7885
22-09-2013,14 - 15,7894
22-09-2013,15 - 16,7991
22-09-2013,16 - 17,8148
22-09-2013,17 - 18,8262
22-09-2013,18 - 19,8563
22-09-2013,19 - 20,8781
22-09-2013,20 - 21,8488
22-09-2013,21 - 22,8415
22-09-2013,22 - 23,8225
22-09-2013,23 - 00,7861
23-09-2013,00 - 01,7475
23-09-2013,01 - 02,7328
23-09-2013,02 - 03,7285
23-09-2013,03 - 04,7374
23-09-2013,04 - 05,7693
23-09-2013,05 - 06,8690
23-09-2013,06 - 07,9200
23-09-2013,07 - 08,9371
23-09-2013,08 - 09,9530
23-09-2013,09 - 10,9621
23-09-2013,10 - 11,9526
23-09-2013,11 - 12,9491
23-09-2013,12 - 13,9470
23-09-2013,13 - 14,9390
23-09-2013,14 - 15,9211
23-09-2013,15 - 16,9060
23-09-2013,16 - 17,9017
23-09-2013,17 - 18,8998
23-09-2013,18 - 19,9455
23-09-2013,19 - 20,9619
23-09-2013,20 - 21,9074
23-09-2013,21 - 22,8776
23-09-2013,22 - 23,8503
23-09-2013,23 - 00,8123
24-09-2013,00 - 01,7710
24-09-2013,01 - 02,7512
24-09-2013,02 - 03,7474
24-09-2013,03 - 04,7493
24-09-2013,04 - 05,7839
24-09-2013,05 - 06,8732
24-09-2013,06 - 07,9173
24-09-2013,07 - 08,9439
24-09-2013,08 - 09,9579
24-09-2013,09 - 10,9462
24-09-2013,10 - 11,9548
24-09-2013,11 - 12,9393
24-09-2013,12 - 13,9315
24-09-2013,13 - 14,9197
24-09-2013,14 - 15,9095
24-09-2013,15 - 16,9088
24-09-2013,16 - 17,9087
24-09-2013,17 - 18,9135
24-09-2013,18 - 19,9540
24-09-2013,19 - 20,9792
24-09-2013,20 - 21,9212
24-09-2013,21 - 22,8864
24-09-2013,22 - 23,8680
24-09-2013,23 - 00,8296
25-09-2013,00 - 01,7908
25-09-2013,01 - 02,7763
25-09-2013,02 - 03,7727
25-09-2013,03 - 04,7810
25-09-2013,04 - 05,8155
25-09-2013,05 - 06,9084
25-09-2013,06 - 07,9454
25-09-2013,07 - 08,9756
25-09-2013,08 - 09,9884
25-09-2013,09 - 10,9742
25-09-2013,10 - 11,9677
25-09-2013,11 - 12,9611
25-09-2013,12 - 13,9517
25-09-2013,13 - 14,9439
25-09-2013,14 - 15,9315
25-09-2013,15 - 16,9248
25-09-2013,16 - 17,9348
25-09-2013,17 - 18,9533
25-09-2013,18 - 19,9957
25-09-2013,19 - 20,10154
25-09-2013,20 - 21,9508
25-09-2013,21 - 22,9230
25-09-2013,22 - 23,9000
25-09-2013,23 - 00,8542
26-09-2013,00 - 01,8188
26-09-2013,01 - 02,8048
26-09-2013,02 - 03,8015
26-09-2013,03 - 04,8078
26-09-2013,04 - 05,8423
26-09-2013,05 - 06,9411
26-09-2013,06 - 07,9902
26-09-2013,07 - 08,10076
26-09-2013,08 - 09,10185
26-09-2013,09 - 10,10124
26-09-2013,10 - 11,10131
26-09-2013,11 - 12,10119
26-09-2013,12 - 13,10006
26-09-2013,13 - 14,9874
26-09-2013,14 - 15,9780
26-09-2013,15 - 16,9620
26-09-2013,16 - 17,9632
26-09-2013,17 - 18,9711
26-09-2013,18 - 19,10094
26-09-2013,19 - 20,10186
26-09-2013,20 - 21,9659
26-09-2013,21 - 22,9367
26-09-2013,22 - 23,9135
26-09-2013,23 - 00,8702
27-09-2013,00 - 01,8291
27-09-2013,01 - 02,8126
27-09-2013,02 - 03,8078
27-09-2013,03 - 04,8154
27-09-2013,04 - 05,8463
27-09-2013,05 - 06,9357
27-09-2013,06 - 07,9807
27-09-2013,07 - 08,9912
27-09-2013,08 - 09,10011
27-09-2013,09 - 10,10042
27-09-2013,10 - 11,10012
27-09-2013,11 - 12,9906
27-09-2013,12 - 13,9812
27-09-2013,13 - 14,9579
27-09-2013,14 - 15,9474
27-09-2013,15 - 16,9372
27-09-2013,16 - 17,9370
27-09-2013,17 - 18,9482
27-09-2013,18 - 19,9951
27-09-2013,19 - 20,10046
27-09-2013,20 - 21,9525
27-09-2013,21 - 22,9248
27-09-2013,22 - 23,9019
27-09-2013,23 - 00,8580
28-09-2013,00 - 01,8192
28-09-2013,01 - 02,7953
28-09-2013,02 - 03,7824
28-09-2013,03 - 04,7863
28-09-2013,04 - 05,7989
28-09-2013,05 - 06,8232
28-09-2013,06 - 07,8172
28-09-2013,07 - 08,8350
28-09-2013,08 - 09,8559
28-09-2013,09 - 10,8667
28-09-2013,10 - 11,8690
28-09-2013,11 - 12,8680
28-09-2013,12 - 13,8589
28-09-2013,13 - 14,8608
28-09-2013,14 - 15,8658
28-09-2013,15 - 16,8770
28-09-2013,16 - 17,8927
28-09-2013,17 - 18,9136
28-09-2013,18 - 19,9559
28-09-2013,19 - 20,9433
28-09-2013,20 - 21,9048
28-09-2013,21 - 22,8899
28-09-2013,22 - 23,8775
28-09-2013,23 - 00,8431
29-09-2013,00 - 01,8049
29-09-2013,01 - 02,7802
29-09-2013,02 - 03,7681
29-09-2013,03 - 04,7661
29-09-2013,04 - 05,7741
29-09-2013,05 - 06,7879
29-09-2013,06 - 07,7739
29-09-2013,07 - 08,7865
29-09-2013,08 - 09,8078
29-09-2013,09 - 10,8294
29-09-2013,10 - 11,8465
29-09-2013,11 - 12,8475
29-09-2013,12 - 13,8432
29-09-2013,13 - 14,8365
29-09-2013,14 - 15,8373
29-09-2013,15 - 16,8460
29-09-2013,16 - 17,8612
29-09-2013,17 - 18,8821
29-09-2013,18 - 19,9296
29-09-2013,19 - 20,9254
29-09-2013,20 - 21,8931
29-09-2013,21 - 22,8858
29-09-2013,22 - 23,8791
29-09-2013,23 - 00,8516
30-09-2013,00 - 01,8162
30-09-2013,01 - 02,7948
30-09-2013,02 - 03,7920
30-09-2013,03 - 04,7969
30-09-2013,04 - 05,8312
30-09-2013,05 - 06,9252
30-09-2013,06 - 07,9711
30-09-2013,07 - 08,9889
30-09-2013,08 - 09,10009
30-09-2013,09 - 10,9958
30-09-2013,10 - 11,9798
30-09-2013,11 - 12,9690
30-09-2013,12 - 13,9740
30-09-2013,13 - 14,9682
30-09-2013,14 - 15,9582
30-09-2013,15 - 16,9502
30-09-2013,16 - 17,9465
30-09-2013,17 - 18,9546
30-09-2013,18 - 19,10052
30-09-2013,19 - 20,10054
30-09-2013,20 - 21,9496
30-09-2013,21 - 22,9190
30-09-2013,22 - 23,9029
30-09-2013,23 - 00,8738
01-10-2013,00 - 01,8379
01-10-2013,01 - 02,8207
01-10-2013,02 - 03,8119
01-10-2013,03 - 04,8200
01-10-2013,04 - 05,8560
01-10-2013,05 - 06,9434
01-10-2013,06 - 07,9878
01-10-2013,07 - 08,9945
01-10-2013,08 - 09,10055
01-10-2013,09 - 10,9924
01-10-2013,10 - 11,9866
01-10-2013,11 - 12,9624
01-10-2013,12 - 13,9434
01-10-2013,13 - 14,9406
01-10-2013,14 - 15,9423
01-10-2013,15 - 16,9357
01-10-2013,16 - 17,9350
01-10-2013,17 - 18,9519
01-10-2013,18 - 19,10176
01-10-2013,19 - 20,10130
01-10-2013,20 - 21,9653
01-10-2013,21 - 22,9251
01-10-2013,22 - 23,9095
01-10-2013,23 - 00,8747
02-10-2013,00 - 01,8392
02-10-2013,01 - 02,8171
02-10-2013,02 - 03,8102
02-10-2013,03 - 04,8179
02-10-2013,04 - 05,8513
02-10-2013,05 - 06,9408
02-10-2013,06 - 07,9829
02-10-2013,07 - 08,9968
02-10-2013,08 - 09,9886
02-10-2013,09 - 10,9944
02-10-2013,10 - 11,9821
02-10-2013,11 - 12,9779
02-10-2013,12 - 13,9729
02-10-2013,13 - 14,9585
02-10-2013,14 - 15,9526
02-10-2013,15 - 16,9414
02-10-2013,16 - 17,9386
02-10-2013,17 - 18,9444
02-10-2013,18 - 19,10033
02-10-2013,19 - 20,10064
02-10-2013,20 - 21,9420
02-10-2013,21 - 22,9121
02-10-2013,22 - 23,8889
02-10-2013,23 - 00,8456
03-10-2013,00 - 01,8131
03-10-2013,01 - 02,7907
03-10-2013,02 - 03,7909
03-10-2013,03 - 04,7905
03-10-2013,04 - 05,8250
03-10-2013,05 - 06,9206
03-10-2013,06 - 07,9713
03-10-2013,07 - 08,9779
03-10-2013,08 - 09,9799
03-10-2013,09 - 10,9791
03-10-2013,10 - 11,9712
03-10-2013,11 - 12,9636
03-10-2013,12 - 13,9458
03-10-2013,13 - 14,9300
03-10-2013,14 - 15,9185
03-10-2013,15 - 16,9085
03-10-2013,16 - 17,9076
03-10-2013,17 - 18,9104
03-10-2013,18 - 19,9730
03-10-2013,19 - 20,9774
03-10-2013,20 - 21,9236
03-10-2013,21 - 22,9013
03-10-2013,22 - 23,8791
03-10-2013,23 - 00,8402
04-10-2013,00 - 01,8013
04-10-2013,01 - 02,7854
04-10-2013,02 - 03,7828
04-10-2013,03 - 04,7889
04-10-2013,04 - 05,8277
04-10-2013,05 - 06,9285
04-10-2013,06 - 07,9819
04-10-2013,07 - 08,9935
04-10-2013,08 - 09,9991
04-10-2013,09 - 10,9887
04-10-2013,10 - 11,9841
04-10-2013,11 - 12,9731
04-10-2013,12 - 13,9598
04-10-2013,13 - 14,9435
04-10-2013,14 - 15,9347
04-10-2013,15 - 16,9284
04-10-2013,16 - 17,9278
04-10-2013,17 - 18,9434
04-10-2013,18 - 19,9921
04-10-2013,19 - 20,9825
04-10-2013,20 - 21,9297
04-10-2013,21 - 22,9043
04-10-2013,22 - 23,8806
04-10-2013,23 - 00,8382
05-10-2013,00 - 01,7905
05-10-2013,01 - 02,7665
05-10-2013,02 - 03,7615
05-10-2013,03 - 04,7614
05-10-2013,04 - 05,7698
05-10-2013,05 - 06,8007
05-10-2013,06 - 07,8061
05-10-2013,07 - 08,8182
05-10-2013,08 - 09,8393
05-10-2013,09 - 10,8537
05-10-2013,10 - 11,8558
05-10-2013,11 - 12,8527
05-10-2013,12 - 13,8506
05-10-2013,13 - 14,8476
05-10-2013,14 - 15,8479
05-10-2013,15 - 16,8576
05-10-2013,16 - 17,8859
05-10-2013,17 - 18,9191
05-10-2013,18 - 19,9517
05-10-2013,19 - 20,9242
05-10-2013,20 - 21,8807
05-10-2013,21 - 22,8651
05-10-2013,22 - 23,8525
05-10-2013,23 - 00,8198
06-10-2013,00 - 01,7781
06-10-2013,01 - 02,7529
06-10-2013,02 - 03,7419
06-10-2013,03 - 04,7419
06-10-2013,04 - 05,7470
06-10-2013,05 - 06,7665
06-10-2013,06 - 07,7630
06-10-2013,07 - 08,7680
06-10-2013,08 - 09,7883
06-10-2013,09 - 10,8080
06-10-2013,10 - 11,8165
06-10-2013,11 - 12,8179
06-10-2013,12 - 13,8068
06-10-2013,13 - 14,8016
06-10-2013,14 - 15,8030
06-10-2013,15 - 16,8114
06-10-2013,16 - 17,8258
06-10-2013,17 - 18,8523
06-10-2013,18 - 19,9043
06-10-2013,19 - 20,8927
06-10-2013,20 - 21,8579
06-10-2013,21 - 22,8461
06-10-2013,22 - 23,8343
06-10-2013,23 - 00,8036
07-10-2013,00 - 01,7668
07-10-2013,01 - 02,7454
07-10-2013,02 - 03,7411
07-10-2013,03 - 04,7486
07-10-2013,04 - 05,7815
07-10-2013,05 - 06,8808
07-10-2013,06 - 07,9512
07-10-2013,07 - 08,9557
07-10-2013,08 - 09,9644
07-10-2013,09 - 10,9650
07-10-2013,10 - 11,9592
07-10-2013,11 - 12,9484
07-10-2013,12 - 13,9440
07-10-2013,13 - 14,9321
07-10-2013,14 - 15,9251
07-10-2013,15 - 16,9108
07-10-2013,16 - 17,9121
07-10-2013,17 - 18,9200
07-10-2013,18 - 19,9753
07-10-2013,19 - 20,9652
07-10-2013,20 - 21,9148
07-10-2013,21 - 22,8834
07-10-2013,22 - 23,8628
07-10-2013,23 - 00,8247
08-10-2013,00 - 01,7832
08-10-2013,01 - 02,7594
08-10-2013,02 - 03,7550
08-10-2013,03 - 04,7622
08-10-2013,04 - 05,7934
08-10-2013,05 - 06,8945
08-10-2013,06 - 07,9617
08-10-2013,07 - 08,9558
08-10-2013,08 - 09,9673
08-10-2013,09 - 10,9633
08-10-2013,10 - 11,9616
08-10-2013,11 - 12,9589
08-10-2013,12 - 13,9519
08-10-2013,13 - 14,9451
08-10-2013,14 - 15,9262
08-10-2013,15 - 16,9216
08-10-2013,16 - 17,9285
08-10-2013,17 - 18,9514
08-10-2013,18 - 19,9869
08-10-2013,19 - 20,9687
08-10-2013,20 - 21,9075
08-10-2013,21 - 22,8771
08-10-2013,22 - 23,8508
08-10-2013,23 - 00,8077
09-10-2013,00 - 01,7689
09-10-2013,01 - 02,7474
09-10-2013,02 - 03,7407
09-10-2013,03 - 04,7439
09-10-2013,04 - 05,7761
09-10-2013,05 - 06,8640
09-10-2013,06 - 07,9351
09-10-2013,07 - 08,9409
09-10-2013,08 - 09,9491
09-10-2013,09 - 10,9443
09-10-2013,10 - 11,9351
09-10-2013,11 - 12,9322
09-10-2013,12 - 13,9274
09-10-2013,13 - 14,9235
09-10-2013,14 - 15,9228
09-10-2013,15 - 16,9171
09-10-2013,16 - 17,9199
09-10-2013,17 - 18,9512
09-10-2013,18 - 19,9848
09-10-2013,19 - 20,9619
09-10-2013,20 - 21,8999
09-10-2013,21 - 22,8662
09-10-2013,22 - 23,8388
09-10-2013,23 - 00,7950
10-10-2013,00 - 01,7534
10-10-2013,01 - 02,7347
10-10-2013,02 - 03,7338
10-10-2013,03 - 04,7412
10-10-2013,04 - 05,7770
10-10-2013,05 - 06,8784
10-10-2013,06 - 07,9518
10-10-2013,07 - 08,9548
10-10-2013,08 - 09,9673
10-10-2013,09 - 10,9649
10-10-2013,10 - 11,9632
10-10-2013,11 - 12,9614
10-10-2013,12 - 13,9469
10-10-2013,13 - 14,9369
10-10-2013,14 - 15,9263
10-10-2013,15 - 16,9193
10-10-2013,16 - 17,9161
10-10-2013,17 - 18,9382
10-10-2013,18 - 19,9762
10-10-2013,19 - 20,9636
10-10-2013,20 - 21,9113
10-10-2013,21 - 22,8826
10-10-2013,22 - 23,8615
10-10-2013,23 - 00,8204
11-10-2013,00 - 01,7788
